city,Year,Population
Loyalton city,2016,696.0
Lynwood city,2016,70979.0
McFarland city,2016,14484.0
Madera city,2016,64187.0
Malibu city,2016,12853.0
Mammoth Lakes town,2016,8158.0
Manhattan Beach city,2016,35608.0
Manteca city,2016,76831.0
Maricopa city,2016,1187.0
Marina city,2016,21622.0
Martinez city,2016,38325.0
Marysville city,2016,12193.0
Maywood city,2016,27536.0
Mendota city,2016,11541.0
Menifee city,2016,88057.0
Menlo Park city,2016,33970.0
Merced city,2016,82232.0
Millbrae city,2016,22764.0
Mill Valley city,2016,14351.0
Milpitas city,2016,77829.0
Mission Viejo city,2016,96149.0
Modesto city,2016,211231.0
Monrovia city,2016,37019.0
Montague city,2016,1388.0
Montclair city,2016,38784.0
Montebello city,2016,63134.0
Monterey city,2016,28568.0
Monterey Park city,2016,60830.0
Monte Sereno city,2016,3511.0
Moorpark city,2016,36444.0
Moraga town,2016,17441.0
Moreno Valley city,2016,204711.0
Morgan Hill city,2016,44430.0
Morro Bay city,2016,10612.0
Mountain View city,2016,80821.0
Mount Shasta city,2016,3270.0
Murrieta city,2016,111492.0
Napa city,2016,79616.0
National City city,2016,60967.0
Needles city,2016,4967.0
Nevada City city,2016,3145.0
Newark city,2016,45872.0
Newman city,2016,11065.0
Newport Beach city,2016,86510.0
Norco city,2016,26807.0
Norwalk city,2016,105844.0
Novato city,2016,55913.0
Oakdale city,2016,22573.0
Oakland city,2016,420947.0
Oakley city,2016,40665.0
Oceanside city,2016,175451.0
Ojai city,2016,7573.0
Ontario city,2016,172561.0
Orange city,2016,140581.0
Orange Cove city,2016,10272.0
Orinda city,2016,19521.0
Orland city,2016,7523.0
Oroville city,2016,18996.0
Oxnard city,2016,207455.0
Pacifica city,2016,39267.0
Pacific Grove city,2016,15585.0
Palmdale city,2016,156739.0
Palm Desert city,2016,52077.0
Palm Springs city,2016,47577.0
Palo Alto city,2016,67353.0
Palos Verdes Estates city,2016,13536.0
Paradise town,2016,26482.0
Paramount city,2016,54789.0
Parlier city,2016,15213.0
Pasadena city,2016,141601.0
Patterson city,2016,21824.0
Perris city,2016,76046.0
Petaluma city,2016,60468.0
Pico Rivera city,2016,63438.0
Piedmont city,2016,11401.0
Pinole city,2016,19330.0
Pismo Beach city,2016,8180.0
Pittsburg city,2016,70798.0
Placentia city,2016,52154.0
Placerville city,2016,10810.0
Pleasant Hill city,2016,34883.0
Pleasanton city,2016,82330.0
Plymouth city,2016,985.0
Point Arena city,2016,448.0
Pomona city,2016,152445.0
Porterville city,2016,59699.0
Port Hueneme city,2016,22243.0
Portola city,2016,1927.0
Portola Valley town,2016,4612.0
Poway city,2016,49915.0
Rancho Cordova city,2016,72162.0
Rancho Cucamonga city,2016,175782.0
Rancho Mirage city,2016,18053.0
Rancho Palos Verdes city,2016,42303.0
Rancho Santa Margarita city,2016,48828.0
Red Bluff city,2016,14167.0
Redding city,2016,91203.0
Redlands city,2016,71027.0
Redondo Beach city,2016,67809.0
Redwood City city,2016,85293.0
Reedley city,2016,25583.0
Rialto city,2016,102896.0
Richmond city,2016,109663.0
Ridgecrest city,2016,28604.0
Rio Dell city,2016,3399.0
Rio Vista city,2016,8598.0
Ripon city,2016,15551.0
Riverbank city,2016,24271.0
Riverside city,2016,323684.0
Rocklin city,2016,62605.0
Rohnert Park city,2016,42570.0
Rolling Hills city,2016,1880.0
Rolling Hills Estates city,2016,8203.0
Rosemead city,2016,54332.0
Roseville city,2016,132708.0
Ross town,2016,2472.0
Sacramento city,2016,494127.0
St. Helena city,2016,6103.0
Salinas city,2016,156830.0
San Anselmo town,2016,12572.0
San Bernardino city,2016,216036.0
San Bruno city,2016,43196.0
San Buenaventura (Ventura) city,2016,109893.0
San Carlos city,2016,29894.0
San Clemente city,2016,65185.0
Sand City city,2016,381.0
San Diego city,2016,1402089.0
San Dimas city,2016,34236.0
San Fernando city,2016,24630.0
San Francisco city,2016,871512.0
San Gabriel city,2016,40276.0
Sanger city,2016,24944.0
San Jacinto city,2016,47319.0
San Joaquin city,2016,4020.0
San Jose city,2016,1030242.0
San Juan Bautista city,2016,1956.0
San Juan Capistrano city,2016,35941.0
San Leandro city,2016,90706.0
San Luis Obispo city,2016,47313.0
San Marcos city,2016,94932.0
San Marino city,2016,13291.0
San Mateo city,2016,104357.0
San Pablo city,2016,30999.0
San Rafael city,2016,58918.0
San Ramon city,2016,75703.0
Santa Ana city,2016,333765.0
Santa Barbara city,2016,91518.0
Santa Clara city,2016,126429.0
Santa Clarita city,2016,213526.0
Santa Cruz city,2016,64396.0
Santa Fe Springs city,2016,17955.0
Santa Maria city,2016,105811.0
Santa Monica city,2016,92176.0
Santa Paula city,2016,30243.0
Santa Rosa city,2016,181909.0
Santee city,2016,57678.0
Saratoga city,2016,30945.0
Sausalito city,2016,7136.0
Scotts Valley city,2016,11910.0
Seal Beach city,2016,24400.0
Seaside city,2016,34198.0
Sebastopol city,2016,7742.0
Selma city,2016,24683.0
Shafter city,2016,18985.0
Shasta Lake city,2016,10107.0
Sierra Madre city,2016,11022.0
Signal Hill city,2016,11602.0
Simi Valley city,2016,125958.0
Solana Beach city,2016,13400.0
Soledad city,2016,25594.0
Solvang city,2016,5749.0
Sonoma city,2016,11047.0
Sonora city,2016,4820.0
South El Monte city,2016,20818.0
South Gate city,2016,95245.0
South Lake Tahoe city,2016,21761.0
South Pasadena city,2016,25826.0
South San Francisco city,2016,67220.0
Stanton city,2016,38627.0
Stockton city,2016,307158.0
Suisun City city,2016,29362.0
Sunnyvale city,2016,153544.0
Susanville city,2016,14786.0
Sutter Creek city,2016,2533.0
Taft city,2016,9357.0
Tehachapi city,2016,12471.0
Tehama city,2016,418.0
Temecula city,2016,112402.0
Temple City city,2016,36250.0
Thousand Oaks city,2016,128480.0
Tiburon town,2016,9158.0
Torrance city,2016,146416.0
Tracy city,2016,89181.0
Trinidad city,2016,361.0
Truckee town,2016,16350.0
Tulare city,2016,62538.0
Tulelake city,2016,986.0
Turlock city,2016,72578.0
Tustin city,2016,80245.0
Twentynine Palms city,2016,25941.0
Ukiah city,2016,15828.0
Union City city,2016,75465.0
Upland city,2016,76374.0
Vacaville city,2016,97994.0
Vallejo city,2016,120949.0
Vernon city,2016,113.0
Victorville city,2016,121725.0
Villa Park city,2016,5907.0
Visalia city,2016,130662.0
Vista city,2016,100746.0
Walnut city,2016,29925.0
Walnut Creek city,2016,69235.0
Wasco city,2016,26322.0
Waterford city,2016,8823.0
Watsonville city,2016,53774.0
Weed city,2016,2643.0
West Covina city,2016,107437.0
West Hollywood city,2016,36510.0
Westlake Village city,2016,8428.0
Westminster city,2016,91510.0
Westmorland city,2016,2267.0
West Sacramento city,2016,52933.0
Wheatland city,2016,3763.0
Whittier city,2016,86600.0
Wildomar city,2016,35920.0
Williams city,2016,5145.0
Willits city,2016,4885.0
Willows city,2016,6018.0
Windsor town,2016,27493.0
Winters city,2016,7139.0
Woodlake city,2016,7614.0
Woodland city,2016,59098.0
Woodside town,2016,5570.0
Yorba Linda city,2016,68033.0
Yountville city,2016,2992.0
Yreka city,2016,7545.0
Yuba City city,2016,66218.0
Yucaipa city,2016,53186.0
Yucca Valley town,2016,21538.0
Adelanto city,2017,33952.0
Agoura Hills city,2017,20572.0
Alameda city,2017,79037.0
Albany city,2017,20076.0
Alhambra city,2017,84878.0
Aliso Viejo city,2017,50982.0
Alturas city,2017,2551.0
Amador City city,2017,189.0
American Canyon city,2017,20055.0
Anaheim city,2017,350476.0
Anderson city,2017,10369.0
Angels city,2017,3881.0
Antioch city,2017,111494.0
Apple Valley town,2017,72871.0
Arcadia city,2017,58374.0
Arcata city,2017,18148.0
Arroyo Grande city,2017,18057.0
Artesia city,2017,16808.0
Arvin city,2017,21124.0
Atascadero city,2017,30316.0
Atherton town,2017,7215.0
Atwater city,2017,29270.0
Auburn city,2017,13971.0
Avalon city,2017,3743.0
Avenal city,2017,12407.0
Azusa city,2017,49799.0
Bakersfield city,2017,377940.0
Baldwin Park city,2017,75948.0
Banning city,2017,31160.0
Barstow city,2017,23981.0
Beaumont city,2017,46848.0
Bell city,2017,35596.0
Bellflower city,2017,77326.0
Bell Gardens city,2017,42489.0
Belmont city,2017,27057.0
Belvedere city,2017,2116.0
Benicia city,2017,28255.0
Berkeley city,2017,122164.0
Beverly Hills city,2017,34242.0
Big Bear Lake city,2017,5264.0
Biggs city,2017,1706.0
Bishop city,2017,3722.0
Blue Lake city,2017,1263.0
Blythe city,2017,19705.0
Bradbury city,2017,1085.0
Brawley city,2017,26217.0
Brea city,2017,42574.0
Brentwood city,2017,62265.0
Brisbane city,2017,4702.0
Buellton city,2017,5094.0
Buena Park city,2017,82619.0
Burbank city,2017,104174.0
Burlingame city,2017,30588.0
Calabasas city,2017,24047.0
Calexico city,2017,40083.0
California City city,2017,13884.0
Calimesa city,2017,8807.0
Calipatria city,2017,7539.0
Calistoga city,2017,5241.0
Camarillo city,2017,67403.0
Campbell city,2017,42567.0
Canyon Lake city,2017,11188.0
Capitola city,2017,10152.0
Carlsbad city,2017,114477.0
Carmel-by-the-Sea city,2017,3822.0
Carpinteria city,2017,13540.0
Carson city,2017,92193.0
Cathedral City city,2017,54413.0
Ceres city,2017,48340.0
Cerritos city,2017,50697.0
Chico city,2017,93066.0
Chino city,2017,89601.0
Chino Hills city,2017,80115.0
Chowchilla city,2017,18457.0
Chula Vista city,2017,269046.0
Citrus Heights city,2017,87675.0
Claremont city,2017,35835.0
Clayton city,2017,12127.0
Clearlake city,2017,15532.0
Cloverdale city,2017,8741.0
Clovis city,2017,109316.0
Coachella city,2017,45280.0
Coalinga city,2017,16988.0
Colfax city,2017,1999.0
Colma town,2017,1493.0
Colton city,2017,54680.0
Colusa city,2017,6146.0
Commerce city,2017,12862.0
Compton city,2017,97047.0
Concord city,2017,129592.0
Corcoran city,2017,21820.0
Corning city,2017,7582.0
Corona city,2017,167310.0
Coronado city,2017,24323.0
Corte Madera town,2017,9820.0
Costa Mesa city,2017,113665.0
Cotati city,2017,7451.0
Covina city,2017,48178.0
Crescent City city,2017,6386.0
Cudahy city,2017,23934.0
Culver City city,2017,39024.0
Cupertino city,2017,60588.0
Cypress city,2017,48835.0
Daly City city,2017,106733.0
Dana Point city,2017,33768.0
Danville town,2017,44727.0
Davis city,2017,68802.0
Delano city,2017,52877.0
Del Mar city,2017,4340.0
Del Rey Oaks city,2017,1672.0
Desert Hot Springs city,2017,28648.0
Diamond Bar city,2017,56334.0
Dinuba city,2017,23903.0
Dixon city,2017,20138.0
Dorris city,2017,903.0
Dos Palos city,2017,5407.0
Downey city,2017,112426.0
Duarte city,2017,21624.0
Dublin city,2017,60797.0
Dunsmuir city,2017,1572.0
East Palo Alto city,2017,29671.0
Eastvale city,2017,62309.0
El Cajon city,2017,103468.0
El Centro city,2017,44114.0
El Cerrito city,2017,25468.0
Elk Grove city,2017,171425.0
El Monte city,2017,115514.0
El Paso de Robles (Paso Robles) city,2017,31772.0
El Segundo city,2017,16752.0
Emeryville city,2017,11751.0
Encinitas city,2017,62884.0
Escalon city,2017,7550.0
Escondido city,2017,151220.0
Etna city,2017,716.0
Eureka city,2017,27126.0
Exeter city,2017,10502.0
Fairfax town,2017,7568.0
Fairfield city,2017,115817.0
Farmersville city,2017,10726.0
Ferndale city,2017,1372.0
Fillmore city,2017,15703.0
Firebaugh city,2017,8294.0
Folsom city,2017,77798.0
Fontana city,2017,211122.0
Fort Bragg city,2017,7308.0
Fort Jones city,2017,690.0
Fortuna city,2017,12277.0
Foster City city,2017,34292.0
Fountain Valley city,2017,56051.0
Fowler city,2017,6487.0
Fremont city,2017,234544.0
Fresno city,2017,525373.0
Fullerton city,2017,139744.0
Galt city,2017,26167.0
Gardena city,2017,59871.0
Garden Grove city,2017,173422.0
Gilroy city,2017,57549.0
Glendale city,2017,201804.0
Glendora city,2017,51997.0
Goleta city,2017,31098.0
Gonzales city,2017,8396.0
Grand Terrace city,2017,12557.0
Grass Valley city,2017,12932.0
Greenfield city,2017,17362.0
Gridley city,2017,6636.0
Grover Beach city,2017,13585.0
Guadalupe city,2017,7319.0
Gustine city,2017,5815.0
Half Moon Bay city,2017,12840.0
Hanford city,2017,56383.0
Hawaiian Gardens city,2017,14356.0
Hawthorne city,2017,87308.0
Hayward city,2017,160324.0
Healdsburg city,2017,11795.0
Hemet city,2017,84809.0
Hercules city,2017,25505.0
Hermosa Beach city,2017,19590.0
Hesperia city,2017,94473.0
Hidden Hills city,2017,1910.0
Highland city,2017,55198.0
Hillsborough town,2017,11464.0
Hollister city,2017,38377.0
Holtville city,2017,6559.0
Hughson city,2017,7467.0
Huntington Beach city,2017,200938.0
Huntington Park city,2017,58476.0
Huron city,2017,7285.0
Imperial city,2017,17432.0
Imperial Beach city,2017,27278.0
Indian Wells city,2017,5392.0
Indio city,2017,89438.0
Industry city,2017,206.0
Inglewood city,2017,109907.0
Ione city,2017,7818.0
Irvine city,2017,276000.0
Irwindale city,2017,1452.0
Isleton city,2017,844.0
Jackson city,2017,4734.0
Jurupa Valley city,2017,105760.0
Kerman city,2017,14860.0
King City city,2017,13941.0
Kingsburg city,2017,12013.0
La Ca単ada Flintridge city,2017,20297.0
Lafayette city,2017,26388.0
Laguna Beach city,2017,23045.0
Laguna Hills city,2017,31631.0
Laguna Niguel city,2017,66011.0
Laguna Woods city,2017,16068.0
La Habra city,2017,60898.0
La Habra Heights city,2017,6590.0
Lake Elsinore city,2017,66066.0
Lake Forest city,2017,83878.0
Lakeport city,2017,4909.0
Lakewood city,2017,80510.0
La Mesa city,2017,59722.0
La Mirada city,2017,48827.0
Lancaster city,2017,159434.0
La Palma city,2017,15644.0
La Puente city,2017,40078.0
La Quinta city,2017,41180.0
Larkspur city,2017,12316.0
Lathrop city,2017,22221.0
La Verne city,2017,32258.0
Lawndale city,2017,32875.0
Lemon Grove city,2017,26963.0
Lemoore city,2017,26262.0
Lincoln city,2017,47525.0
Lindsay city,2017,13249.0
Live Oak city,2017,8724.0
Livermore city,2017,90137.0
Livingston city,2017,14085.0
Lodi city,2017,65715.0
Loma Linda city,2017,24132.0
Lomita city,2017,20576.0
Lompoc city,2017,43274.0
Long Beach city,2017,466646.0
Loomis town,2017,6793.0
Los Alamitos city,2017,11526.0
Los Altos city,2017,30677.0
Los Altos Hills town,2017,8561.0
Los Angeles city,2017,3975788.0
Los Banos city,2017,38933.0
Los Gatos town,2017,30914.0
Loyalton city,2017,707.0
Lynwood city,2017,70685.0
McFarland city,2017,14996.0
Madera city,2017,64941.0
Malibu city,2017,12817.0
Mammoth Lakes town,2017,8182.0
Manhattan Beach city,2017,35702.0
Manteca city,2017,79079.0
Maricopa city,2017,1191.0
Marina city,2017,21986.0
Martinez city,2017,38411.0
Marysville city,2017,12351.0
Maywood city,2017,27406.0
Mendota city,2017,11543.0
Menifee city,2017,90104.0
Menlo Park city,2017,34184.0
Merced city,2017,82589.0
Millbrae city,2017,22649.0
Mill Valley city,2017,14287.0
Milpitas city,2017,77874.0
Mission Viejo city,2017,95551.0
Modesto city,2017,213000.0
Monrovia city,2017,36846.0
Montague city,2017,1396.0
Montclair city,2017,39124.0
Montebello city,2017,62823.0
Monterey city,2017,28411.0
Monterey Park city,2017,60668.0
Monte Sereno city,2017,3514.0
Moorpark city,2017,36561.0
Moraga town,2017,17600.0
Moreno Valley city,2017,206741.0
Morgan Hill city,2017,44961.0
Morro Bay city,2017,10603.0
Mountain View city,2017,81189.0
Mount Shasta city,2017,3286.0
Murrieta city,2017,112995.0
Napa city,2017,79083.0
National City city,2017,61083.0
Needles city,2017,4987.0
Nevada City city,2017,3136.0
Newark city,2017,47429.0
Newman city,2017,11288.0
Newport Beach city,2017,85740.0
Norco city,2017,26861.0
Norwalk city,2017,105466.0
Novato city,2017,55701.0
Oakdale city,2017,23026.0
Oakland city,2017,424382.0
Oakley city,2017,41618.0
Oceanside city,2017,175884.0
Ojai city,2017,7545.0
Ontario city,2017,175334.0
Orange city,2017,140251.0
Orange Cove city,2017,10293.0
Orinda city,2017,19707.0
Orland city,2017,7622.0
Oroville city,2017,19103.0
Oxnard city,2017,208831.0
Pacifica city,2017,38999.0
Pacific Grove city,2017,15575.0
Palmdale city,2017,156558.0
Palm Desert city,2017,52794.0
Palm Springs city,2017,48048.0
Palo Alto city,2017,66960.0
Palos Verdes Estates city,2017,13462.0
Paradise town,2017,26629.0
Paramount city,2017,54621.0
Parlier city,2017,15283.0
Pasadena city,2017,141757.0
Patterson city,2017,22125.0
Perris city,2017,77563.0
Petaluma city,2017,60682.0
Pico Rivera city,2017,63133.0
Piedmont city,2017,11368.0
Pinole city,2017,19333.0
Pismo Beach city,2017,8220.0
Pittsburg city,2017,72000.0
Placentia city,2017,51916.0
Placerville city,2017,11020.0
Pleasant Hill city,2017,34903.0
Pleasanton city,2017,82831.0
Plymouth city,2017,995.0
Point Arena city,2017,449.0
Pomona city,2017,152468.0
Porterville city,2017,59745.0
Port Hueneme city,2017,22217.0
Portola city,2017,1922.0
Portola Valley town,2017,4596.0
Poway city,2017,49802.0
Rancho Cordova city,2017,73398.0
Rancho Cucamonga city,2017,176921.0
Rancho Mirage city,2017,18225.0
Rancho Palos Verdes city,2017,42136.0
Rancho Santa Margarita city,2017,48566.0
Red Bluff city,2017,14265.0
Redding city,2017,91525.0
Redlands city,2017,71342.0
Redondo Beach city,2017,67511.0
Redwood City city,2017,86394.0
Reedley city,2017,25602.0
Rialto city,2017,103234.0
Richmond city,2017,109860.0
Ridgecrest city,2017,28699.0
Rio Dell city,2017,3399.0
Rio Vista city,2017,8952.0
Ripon city,2017,15754.0
Riverbank city,2017,24585.0
Riverside city,2017,326882.0
Rocklin city,2017,64654.0
Rohnert Park city,2017,42697.0
Rolling Hills city,2017,1871.0
Rolling Hills Estates city,2017,8176.0
Rosemead city,2017,54221.0
Roseville city,2017,135077.0
Ross town,2017,2464.0
Sacramento city,2017,500777.0
St. Helena city,2017,6152.0
Salinas city,2017,156463.0
San Anselmo town,2017,12523.0
San Bernardino city,2017,216902.0
San Bruno city,2017,43207.0
San Buenaventura (Ventura) city,2017,110093.0
San Carlos city,2017,30393.0
San Clemente city,2017,64973.0
Sand City city,2017,384.0
San Diego city,2017,1412621.0
San Dimas city,2017,34128.0
San Fernando city,2017,24562.0
San Francisco city,2017,878040.0
San Gabriel city,2017,40262.0
Sanger city,2017,25065.0
San Jacinto city,2017,48088.0
San Joaquin city,2017,4026.0
San Jose city,2017,1032335.0
San Juan Bautista city,2017,1964.0
San Juan Capistrano city,2017,35882.0
San Leandro city,2017,90418.0
San Luis Obispo city,2017,47344.0
San Marcos city,2017,95614.0
San Marino city,2017,13244.0
San Mateo city,2017,104389.0
San Pablo city,2017,31077.0
San Rafael city,2017,58801.0
San Ramon city,2017,75795.0
Santa Ana city,2017,332627.0
Santa Barbara city,2017,91517.0
Santa Clara city,2017,126709.0
Santa Clarita city,2017,213734.0
Santa Cruz city,2017,64815.0
Santa Fe Springs city,2017,17866.0
Santa Maria city,2017,106298.0
Santa Monica city,2017,91747.0
Santa Paula city,2017,30143.0
Santa Rosa city,2017,181596.0
Santee city,2017,57825.0
Saratoga city,2017,30818.0
Sausalito city,2017,7108.0
Scotts Valley city,2017,11891.0
Seal Beach city,2017,24209.0
Seaside city,2017,33872.0
Sebastopol city,2017,7716.0
Selma city,2017,24695.0
Shafter city,2017,19472.0
Shasta Lake city,2017,10165.0
Sierra Madre city,2017,10968.0
Signal Hill city,2017,11551.0
Simi Valley city,2017,126107.0
Solana Beach city,2017,13377.0
Soledad city,2017,26154.0
Solvang city,2017,5865.0
Sonoma city,2017,11070.0
Sonora city,2017,4835.0
South El Monte city,2017,20865.0
South Gate city,2017,94848.0
South Lake Tahoe city,2017,21943.0
South Pasadena city,2017,25707.0
South San Francisco city,2017,67180.0
Stanton city,2017,38382.0
Stockton city,2017,310143.0
Suisun City city,2017,29477.0
Sunnyvale city,2017,153217.0
Susanville city,2017,15239.0
Sutter Creek city,2017,2572.0
Taft city,2017,9386.0
Tehachapi city,2017,12565.0
Tehama city,2017,421.0
Temecula city,2017,113987.0
Temple City city,2017,36152.0
Thousand Oaks city,2017,128229.0
Tiburon town,2017,9126.0
Torrance city,2017,145781.0
Tracy city,2017,90701.0
Trinidad city,2017,361.0
Truckee town,2017,16482.0
Tulare city,2017,63486.0
Tulelake city,2017,986.0
Turlock city,2017,73241.0
Tustin city,2017,80121.0
Twentynine Palms city,2017,26478.0
Ukiah city,2017,15956.0
Union City city,2017,75227.0
Upland city,2017,76778.0
Vacaville city,2017,99604.0
Vallejo city,2017,121546.0
Vernon city,2017,112.0
Victorville city,2017,121988.0
Villa Park city,2017,5867.0
Visalia city,2017,132388.0
Vista city,2017,100740.0
Walnut city,2017,30015.0
Walnut Creek city,2017,69645.0
Wasco city,2017,26855.0
Waterford city,2017,8898.0
Watsonville city,2017,53919.0
Weed city,2017,2705.0
West Covina city,2017,106942.0
West Hollywood city,2017,36796.0
Westlake Village city,2017,8392.0
Westminster city,2017,91176.0
Westmorland city,2017,2272.0
West Sacramento city,2017,53304.0
Wheatland city,2017,3819.0
Whittier city,2017,86326.0
Wildomar city,2017,36697.0
Williams city,2017,5265.0
Willits city,2017,4898.0
Willows city,2017,6005.0
Windsor town,2017,27431.0
Winters city,2017,7251.0
Woodlake city,2017,7629.0
Woodland city,2017,59923.0
Woodside town,2017,5547.0
Yorba Linda city,2017,67895.0
Yountville city,2017,2977.0
Yreka city,2017,7557.0
Yuba City city,2017,66564.0
Yucaipa city,2017,53496.0
Yucca Valley town,2017,21650.0
Adelanto city,2018,34070.0
Agoura Hills city,2018,20411.0
Alameda city,2018,78344.0
Albany city,2018,19885.0
Alhambra city,2018,84373.0
Aliso Viejo city,2018,51206.0
Alturas city,2018,2523.0
Amador City city,2018,190.0
American Canyon city,2018,20211.0
Anaheim city,2018,350698.0
Anderson city,2018,10486.0
Angels city,2018,3911.0
Antioch city,2018,111578.0
Apple Valley town,2018,73349.0
Arcadia city,2018,58385.0
Arcata city,2018,18246.0
Arroyo Grande city,2018,18037.0
Artesia city,2018,16702.0
Arvin city,2018,21446.0
Atascadero city,2018,30257.0
Atherton town,2018,7178.0
Atwater city,2018,29415.0
Auburn city,2018,14078.0
Avalon city,2018,3712.0
Avenal city,2018,13218.0
Azusa city,2018,49811.0
Bakersfield city,2018,381714.0
Baldwin Park city,2018,75572.0
Banning city,2018,31235.0
Barstow city,2018,23944.0
Beaumont city,2018,49126.0
Bell city,2018,35612.0
Bellflower city,2018,76906.0
Bell Gardens city,2018,42192.0
Belmont city,2018,27075.0
Belvedere city,2018,2109.0
Benicia city,2018,28282.0
Berkeley city,2018,121663.0
Beverly Hills city,2018,34051.0
Big Bear Lake city,2018,5271.0
Biggs city,2018,1716.0
Bishop city,2018,3728.0
Blue Lake city,2018,1258.0
Blythe city,2018,19964.0
Bradbury city,2018,1079.0
Brawley city,2018,26172.0
Brea city,2018,43484.0
Brentwood city,2018,63760.0
Brisbane city,2018,4683.0
Buellton city,2018,5090.0
Buena Park city,2018,82187.0
Burbank city,2018,103349.0
Burlingame city,2018,30434.0
Calabasas city,2018,23867.0
Calexico city,2018,40072.0
California City city,2018,14167.0
Calimesa city,2018,8944.0
Calipatria city,2018,7418.0
Calistoga city,2018,5300.0
Camarillo city,2018,68883.0
Campbell city,2018,42243.0
Canyon Lake city,2018,11251.0
Capitola city,2018,10073.0
Carlsbad city,2018,115518.0
Carmel-by-the-Sea city,2018,3815.0
Carpinteria city,2018,13436.0
Carson city,2018,91626.0
Cathedral City city,2018,54793.0
Ceres city,2018,48540.0
Cerritos city,2018,50288.0
Chico city,2018,94342.0
Chino city,2018,91356.0
Chino Hills city,2018,83239.0
Chowchilla city,2018,18709.0
Chula Vista city,2018,270819.0
Citrus Heights city,2018,87707.0
Claremont city,2018,36370.0
Clayton city,2018,12196.0
Clearlake city,2018,15355.0
Cloverdale city,2018,8844.0
Clovis city,2018,111824.0
Coachella city,2018,45751.0
Coalinga city,2018,16774.0
Colfax city,2018,1996.0
Colma town,2018,1492.0
Colton city,2018,54637.0
Colusa city,2018,6094.0
Commerce city,2018,12762.0
Compton city,2018,96348.0
Concord city,2018,129743.0
Corcoran city,2018,21720.0
Corning city,2018,7564.0
Corona city,2018,168476.0
Coronado city,2018,21336.0
Corte Madera town,2018,9803.0
Costa Mesa city,2018,113302.0
Cotati city,2018,7584.0
Covina city,2018,47820.0
Crescent City city,2018,6805.0
Cudahy city,2018,23755.0
Culver City city,2018,39059.0
Cupertino city,2018,60004.0
Cypress city,2018,48826.0
Daly City city,2018,106869.0
Dana Point city,2018,33629.0
Danville town,2018,44683.0
Davis city,2018,69220.0
Delano city,2018,52921.0
Del Mar city,2018,4335.0
Del Rey Oaks city,2018,1662.0
Desert Hot Springs city,2018,28815.0
Diamond Bar city,2018,56106.0
Dinuba city,2018,24236.0
Dixon city,2018,20478.0
Dorris city,2018,898.0
Dos Palos city,2018,5502.0
Downey city,2018,111915.0
Duarte city,2018,21454.0
Dublin city,2018,63423.0
Dunsmuir city,2018,1568.0
East Palo Alto city,2018,29486.0
Eastvale city,2018,63815.0
El Cajon city,2018,103041.0
